binary	scenario	network	client_threads	metric	phase	samples	blocks	median	p50_ci95_low	p50_ci95_high	p50_ci95_relative_width	p20	p80	p20_p80_ratio	p90	p99	p99_status	mad_relative	block_median_ratio	drift_relative	lag1_autocorr	outlier_count	convergence_status	reason
quicheperf	reqresp	iouring	1	requests_per_second	discovery	20	4	74601.866594	72960.331240	75193.934096	0.029940	72050.475163	75804.686720	1.052105	77145.849836	78441.017033	insufficient_order_stat_support	0.023832	1.033318	-0.012223	0.068190	0	ready	-
quicheperf	reqresp	iouring	1	requests_per_second	combined	20	4	74601.866594	72960.331240	75193.934096	0.029940	72050.475163	75804.686720	1.052105	77145.849836	78441.017033	insufficient_order_stat_support	0.023832	1.033318	-0.012223	0.068190	0	ready	-
quicheperf	reqresp	iouring	2	requests_per_second	discovery	40	8	95787.102708	95377.079492	100858.664918	0.057227	94216.916818	105280.948812	1.117431	107089.117333	119700.876779	insufficient_order_stat_support	0.018544	1.127185	0.007029	0.471527	0	not_ready_high_variance	p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1272_gt_1.1000;persistent_block_median_ratio_recent_1.1009_gt_1.1000
quicheperf	reqresp	iouring	2	requests_per_second	combined	40	8	95787.102708	95377.079492	100858.664918	0.057227	94216.916818	105280.948812	1.117431	107089.117333	119700.876779	insufficient_order_stat_support	0.018544	1.127185	0.007029	0.471527	0	not_ready_high_variance	p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1272_gt_1.1000;persistent_block_median_ratio_recent_1.1009_gt_1.1000
quicheperf	reqresp	syscall	1	requests_per_second	discovery	20	4	84101.978115	82784.174059	85005.925926	0.026417	82637.938860	85414.496777	1.033599	86131.815025	100181.629714	insufficient_order_stat_support	0.015002	1.035988	-0.014230	0.154768	0	ready	-
quicheperf	reqresp	syscall	1	requests_per_second	combined	20	4	84101.978115	82784.174059	85005.925926	0.026417	82637.938860	85414.496777	1.033599	86131.815025	100181.629714	insufficient_order_stat_support	0.015002	1.035988	-0.014230	0.154768	0	ready	-
quicheperf	reqresp	syscall	2	requests_per_second	discovery	40	8	120710.866316	118957.153936	128862.491725	0.082058	118330.259495	129609.795828	1.095323	137097.230822	147410.052704	insufficient_order_stat_support	0.031814	1.166447	-0.011672	0.371583	0	not_ready_high_variance	p50_ci_width_0.0821_gt_0.0500;block_median_ratio_1.1664_gt_1.1000;persistent_block_median_ratio_recent_1.1440_gt_1.1000
quicheperf	reqresp	syscall	2	requests_per_second	combined	40	8	120710.866316	118957.153936	128862.491725	0.082058	118330.259495	129609.795828	1.095323	137097.230822	147410.052704	insufficient_order_stat_support	0.031814	1.166447	-0.011672	0.371583	0	not_ready_high_variance	p50_ci_width_0.0821_gt_0.0500;block_median_ratio_1.1664_gt_1.1000;persistent_block_median_ratio_recent_1.1440_gt_1.1000
quicheperf	small_payload_pps	iouring	1	messages_per_second	discovery	25	5	75743.168821	75366.652508	77204.031860	0.024258	74781.002207	77716.518027	1.039255	81121.639919	93898.698831	insufficient_order_stat_support	0.019226	1.035109	-0.021530	-0.013839	0	ready	-
quicheperf	small_payload_pps	iouring	1	messages_per_second	combined	25	5	75743.168821	75366.652508	77204.031860	0.024258	74781.002207	77716.518027	1.039255	81121.639919	93898.698831	insufficient_order_stat_support	0.019226	1.035109	-0.021530	-0.013839	0	ready	-
quicheperf	small_payload_pps	iouring	2	messages_per_second	discovery	40	8	99863.074132	98366.780040	106932.947214	0.085779	97541.973935	111263.473343	1.140673	114370.864742	123670.712922	insufficient_order_stat_support	0.048312	1.184207	0.042660	0.313088	0	not_ready_high_variance	p50_ci_width_0.0858_gt_0.0500;block_median_ratio_1.1842_gt_1.1000;drift_0.0427_gt_0.0300;persistent_block_median_ratio_recent_1.1842_gt_1.1000;persistent_drift_0.0427_gt_0.0300
quicheperf	small_payload_pps	iouring	2	messages_per_second	combined	40	8	99863.074132	98366.780040	106932.947214	0.085779	97541.973935	111263.473343	1.140673	114370.864742	123670.712922	insufficient_order_stat_support	0.048312	1.184207	0.042660	0.313088	0	not_ready_high_variance	p50_ci_width_0.0858_gt_0.0500;block_median_ratio_1.1842_gt_1.1000;drift_0.0427_gt_0.0300;persistent_block_median_ratio_recent_1.1842_gt_1.1000;persistent_drift_0.0427_gt_0.0300
quicheperf	small_payload_pps	syscall	1	messages_per_second	discovery	20	4	86130.553545	85535.932317	87671.402350	0.024793	84484.845285	87772.632890	1.038916	88208.580284	101969.157415	insufficient_order_stat_support	0.017923	1.025398	0.023500	0.067387	0	ready	-
quicheperf	small_payload_pps	syscall	1	messages_per_second	combined	20	4	86130.553545	85535.932317	87671.402350	0.024793	84484.845285	87772.632890	1.038916	88208.580284	101969.157415	insufficient_order_stat_support	0.017923	1.025398	0.023500	0.067387	0	ready	-
quicheperf	small_payload_pps	syscall	2	messages_per_second	discovery	20	4	123810.814165	122140.698948	124082.175117	0.015681	121935.275914	124890.773157	1.024238	127539.933123	148942.337516	insufficient_order_stat_support	0.013489	1.016565	0.009222	-0.183634	0	ready	-
quicheperf	small_payload_pps	syscall	2	messages_per_second	combined	20	4	123810.814165	122140.698948	124082.175117	0.015681	121935.275914	124890.773157	1.024238	127539.933123	148942.337516	insufficient_order_stat_support	0.013489	1.016565	0.009222	-0.183634	0	ready	-
quicheperf	small_payload_pps	syscall	3	messages_per_second	discovery	20	4	138047.999484	135478.763647	140376.081128	0.035475	133494.994562	141406.560205	1.059265	143550.126176	145433.583728	insufficient_order_stat_support	0.022714	1.058258	-0.022084	0.458408	0	ready	-
quicheperf	small_payload_pps	syscall	3	messages_per_second	combined	20	4	138047.999484	135478.763647	140376.081128	0.035475	133494.994562	141406.560205	1.059265	143550.126176	145433.583728	insufficient_order_stat_support	0.022714	1.058258	-0.022084	0.458408	0	ready	-
quicheperf	small_payload_pps	syscall	4	messages_per_second	discovery	90	18	137975.457585	136746.817907	140157.303530	0.024718	135157.371906	144285.233855	1.067535	149717.829857	162361.722703	insufficient_order_stat_support	0.024233	1.124951	-0.019532	0.283510	1	not_ready_high_variance	block_median_ratio_1.1250_gt_1.1000;outliers_1;persistent_outliers_1
quicheperf	small_payload_pps	syscall	4	messages_per_second	combined	90	18	137975.457585	136746.817907	140157.303530	0.024718	135157.371906	144285.233855	1.067535	149717.829857	162361.722703	insufficient_order_stat_support	0.024233	1.124951	-0.019532	0.283510	1	not_ready_high_variance	block_median_ratio_1.1250_gt_1.1000;outliers_1;persistent_outliers_1
quicheperf	stream_churn	iouring	1	streams_per_second	discovery	20	4	75763.053864	75190.913668	77240.068108	0.027047	74446.661144	77524.720203	1.041346	78079.880667	79703.349054	insufficient_order_stat_support	0.020813	1.028281	0.004116	0.093660	0	ready	-
quicheperf	stream_churn	iouring	1	streams_per_second	combined	20	4	75763.053864	75190.913668	77240.068108	0.027047	74446.661144	77524.720203	1.041346	78079.880667	79703.349054	insufficient_order_stat_support	0.020813	1.028281	0.004116	0.093660	0	ready	-
quicheperf	stream_churn	iouring	2	streams_per_second	discovery	40	8	103569.139273	99897.045756	108952.482615	0.087434	98952.254699	111217.055389	1.123947	115287.403554	123265.552785	insufficient_order_stat_support	0.046785	1.115967	0.005534	0.046781	0	not_ready_high_variance	p50_ci_width_0.0874_gt_0.0500;block_median_ratio_1.1160_gt_1.1000;persistent_block_median_ratio_recent_1.1160_gt_1.1000
quicheperf	stream_churn	iouring	2	streams_per_second	combined	40	8	103569.139273	99897.045756	108952.482615	0.087434	98952.254699	111217.055389	1.123947	115287.403554	123265.552785	insufficient_order_stat_support	0.046785	1.115967	0.005534	0.046781	0	not_ready_high_variance	p50_ci_width_0.0874_gt_0.0500;block_median_ratio_1.1160_gt_1.1000;persistent_block_median_ratio_recent_1.1160_gt_1.1000
quicheperf	stream_churn	syscall	1	streams_per_second	discovery	35	7	87364.999107	85534.424766	87734.720364	0.025185	85202.282409	88067.509109	1.033629	89886.724638	105548.635340	insufficient_order_stat_support	0.013117	1.085327	-0.014278	0.202586	0	ready	-
quicheperf	stream_churn	syscall	1	streams_per_second	combined	35	7	87364.999107	85534.424766	87734.720364	0.025185	85202.282409	88067.509109	1.033629	89886.724638	105548.635340	insufficient_order_stat_support	0.013117	1.085327	-0.014278	0.202586	0	ready	-
quicheperf	stream_churn	syscall	2	streams_per_second	discovery	40	8	129942.631306	125380.252739	136093.609992	0.082447	124430.795678	140528.384115	1.129370	146861.356598	151817.725213	insufficient_order_stat_support	0.045542	1.153798	0.051325	0.147269	0	not_ready_high_variance	p50_ci_width_0.0824_gt_0.0500;block_median_ratio_1.1538_gt_1.1000;drift_0.0513_gt_0.0300;persistent_block_median_ratio_recent_1.1341_gt_1.1000;persistent_drift_0.0513_gt_0.0300
quicheperf	stream_churn	syscall	2	streams_per_second	combined	40	8	129942.631306	125380.252739	136093.609992	0.082447	124430.795678	140528.384115	1.129370	146861.356598	151817.725213	insufficient_order_stat_support	0.045542	1.153798	0.051325	0.147269	0	not_ready_high_variance	p50_ci_width_0.0824_gt_0.0500;block_median_ratio_1.1538_gt_1.1000;drift_0.0513_gt_0.0300;persistent_block_median_ratio_recent_1.1341_gt_1.1000;persistent_drift_0.0513_gt_0.0300
quicheperf	upload	iouring	1	throughput_gbps	discovery	40	8	5.987760	5.676827	6.145382	0.078252	5.545364	6.346094	1.144396	6.621621	6.732311	insufficient_order_stat_support	0.057081	1.188348	0.034643	0.145861	0	not_ready_high_variance	p50_ci_width_0.0783_gt_0.0300;block_median_ratio_1.1883_gt_1.1000;drift_0.0346_gt_0.0300;persistent_block_median_ratio_recent_1.1571_gt_1.1000;persistent_drift_0.0346_gt_0.0300
quicheperf	upload	iouring	1	throughput_gbps	combined	40	8	5.987760	5.676827	6.145382	0.078252	5.545364	6.346094	1.144396	6.621621	6.732311	insufficient_order_stat_support	0.057081	1.188348	0.034643	0.145861	0	not_ready_high_variance	p50_ci_width_0.0783_gt_0.0300;block_median_ratio_1.1883_gt_1.1000;drift_0.0346_gt_0.0300;persistent_block_median_ratio_recent_1.1571_gt_1.1000;persistent_drift_0.0346_gt_0.0300
quicheperf	upload	syscall	1	throughput_gbps	discovery	45	9	6.464208	6.365891	6.808827	0.068521	6.170532	7.002977	1.134907	7.087197	7.195190	insufficient_order_stat_support	0.059277	1.171901	-0.040778	-0.162196	0	not_ready_high_variance	p50_ci_width_0.0685_gt_0.0300;block_median_ratio_1.1719_gt_1.1000;drift_-0.0408_gt_0.0300;persistent_block_median_ratio_recent_1.1551_gt_1.1000;persistent_drift_-0.0408_gt_0.0300
quicheperf	upload	syscall	1	throughput_gbps	combined	45	9	6.464208	6.365891	6.808827	0.068521	6.170532	7.002977	1.134907	7.087197	7.195190	insufficient_order_stat_support	0.059277	1.171901	-0.040778	-0.162196	0	not_ready_high_variance	p50_ci_width_0.0685_gt_0.0300;block_median_ratio_1.1719_gt_1.1000;drift_-0.0408_gt_0.0300;persistent_block_median_ratio_recent_1.1551_gt_1.1000;persistent_drift_-0.0408_gt_0.0300
quiczigperf	bidi	iouring	1	throughput_gbps	discovery	40	8	6.600715	6.489098	6.697646	0.031595	6.403172	7.300376	1.140119	7.429792	7.505746	insufficient_order_stat_support	0.036087	1.135143	-0.005633	-0.038948	0	not_ready_high_variance	p50_ci_width_0.0316_gt_0.0300;block_median_ratio_1.1351_gt_1.1000;persistent_block_median_ratio_recent_1.1351_gt_1.1000
quiczigperf	bidi	iouring	1	throughput_gbps	combined	40	8	6.600715	6.489098	6.697646	0.031595	6.403172	7.300376	1.140119	7.429792	7.505746	insufficient_order_stat_support	0.036087	1.135143	-0.005633	-0.038948	0	not_ready_high_variance	p50_ci_width_0.0316_gt_0.0300;block_median_ratio_1.1351_gt_1.1000;persistent_block_median_ratio_recent_1.1351_gt_1.1000
quiczigperf	bidi	syscall	1	throughput_gbps	discovery	60	12	7.444980	7.336848	7.627114	0.038988	7.215030	8.084375	1.120491	8.400549	9.358873	insufficient_order_stat_support	0.035922	1.132575	0.030713	0.085010	0	not_ready_high_variance	p50_ci_width_0.0390_gt_0.0300;block_median_ratio_1.1326_gt_1.1000;drift_0.0307_gt_0.0300;persistent_drift_0.0307_gt_0.0300
quiczigperf	bidi	syscall	1	throughput_gbps	combined	60	12	7.444980	7.336848	7.627114	0.038988	7.215030	8.084375	1.120491	8.400549	9.358873	insufficient_order_stat_support	0.035922	1.132575	0.030713	0.085010	0	not_ready_high_variance	p50_ci_width_0.0390_gt_0.0300;block_median_ratio_1.1326_gt_1.1000;drift_0.0307_gt_0.0300;persistent_drift_0.0307_gt_0.0300
quiczigperf	close_reset_cleanup	iouring	1	streams_per_second	discovery	20	4	17153.708090	17056.900494	17275.361382	0.012735	17003.727476	17322.253837	1.018733	17663.242387	18420.623111	insufficient_order_stat_support	0.008288	1.017673	0.007345	-0.017546	0	ready	-
quiczigperf	close_reset_cleanup	iouring	1	streams_per_second	confirm	10	2	18486.863744	17998.361446	18928.729654	0.050326	17842.301195	18940.614717	1.061557	19019.244239	19271.067316	insufficient_order_stat_support	0.025163	1.051692	0.000000	0.635761	0	not_ready_max_samples	p50_ci_width_0.0503_gt_0.0500
quiczigperf	close_reset_cleanup	iouring	1	streams_per_second	combined	30	6	17247.537137	17102.979713	18604.310407	0.087046	17048.199976	18382.855982	1.078287	18800.558233	19208.888778	insufficient_order_stat_support	0.014753	1.115071	0.003232	0.622050	0	not_ready_nonstationary	p50_ci_width_0.0870_gt_0.0500;block_median_ratio_1.1151_gt_1.1000
quiczigperf	close_reset_cleanup	iouring	2	streams_per_second	discovery	20	4	13886.451743	13751.821034	14021.011307	0.019385	13658.853922	14131.437873	1.034599	14226.925107	14544.182430	insufficient_order_stat_support	0.014648	1.021058	-0.004307	-0.209205	0	ready	-
quiczigperf	close_reset_cleanup	iouring	2	streams_per_second	combined	20	4	13886.451743	13751.821034	14021.011307	0.019385	13658.853922	14131.437873	1.034599	14226.925107	14544.182430	insufficient_order_stat_support	0.014648	1.021058	-0.004307	-0.209205	0	ready	-
quiczigperf	close_reset_cleanup	iouring	3	streams_per_second	discovery	20	4	9749.192241	9746.302849	9857.436048	0.011399	9623.484708	9867.714857	1.025379	10395.168109	10894.298865	insufficient_order_stat_support	0.011103	1.011725	0.011363	0.283160	0	ready	-
quiczigperf	close_reset_cleanup	iouring	3	streams_per_second	confirm	10	2	10820.565391	9742.776554	11022.201793	0.118240	9707.249135	11039.078788	1.137199	11109.124594	11129.680981	insufficient_order_stat_support	0.027606	1.131320	0.000000	0.551553	0	not_ready_max_samples	p50_ci_width_0.1182_gt_0.0500;block_median_ratio_1.1313_gt_1.1000
quiczigperf	close_reset_cleanup	iouring	3	streams_per_second	combined	30	6	9759.734055	9744.919089	10863.680685	0.114630	9623.484708	10794.696215	1.121703	11004.357494	11124.605330	insufficient_order_stat_support	0.015116	1.131320	0.011081	0.663838	0	not_ready_nonstationary	p50_ci_width_0.1146_gt_0.0500;block_median_ratio_1.1313_gt_1.1000
quiczigperf	close_reset_cleanup	syscall	1	streams_per_second	discovery	20	4	18225.880855	17972.618416	18326.603151	0.019422	17880.375575	18368.988417	1.027327	18433.265965	18828.503011	insufficient_order_stat_support	0.011461	1.022396	-0.008186	-0.283702	0	ready	-
quiczigperf	close_reset_cleanup	syscall	1	streams_per_second	confirm	10	2	18856.126241	18197.157170	20175.506018	0.104918	18159.499807	20553.180404	1.131814	21058.076798	21102.393427	insufficient_order_stat_support	0.046629	1.108717	0.000000	0.314096	0	not_ready_max_samples	p50_ci_width_0.1049_gt_0.0500;block_median_ratio_1.1087_gt_1.1000
quiczigperf	close_reset_cleanup	syscall	1	streams_per_second	combined	30	6	18244.469438	18124.861962	18379.347764	0.013949	17939.897468	18533.385234	1.033082	20200.787826	21091.451049	insufficient_order_stat_support	0.013550	1.123383	0.001716	0.376033	0	not_ready_nonstationary	block_median_ratio_1.1234_gt_1.1000
quiczigperf	close_reset_cleanup	syscall	2	streams_per_second	discovery	20	4	14486.965233	14306.461208	14613.248757	0.021177	14188.324797	14775.565995	1.041389	14798.338792	14922.342231	insufficient_order_stat_support	0.016369	1.030875	0.020123	0.027173	0	ready	-
quiczigperf	close_reset_cleanup	syscall	2	streams_per_second	combined	20	4	14486.965233	14306.461208	14613.248757	0.021177	14188.324797	14775.565995	1.041389	14798.338792	14922.342231	insufficient_order_stat_support	0.016369	1.030875	0.020123	0.027173	0	ready	-
quiczigperf	close_reset_cleanup	syscall	3	streams_per_second	discovery	20	4	10000.318811	9951.909445	10183.029095	0.023111	9879.408070	10247.652450	1.037274	10447.204251	10955.632851	insufficient_order_stat_support	0.016781	1.049835	0.017913	0.374264	0	ready	-
quiczigperf	close_reset_cleanup	syscall	3	streams_per_second	confirm	10	2	11129.056198	10153.526409	11278.165221	0.101054	10148.924802	11284.174727	1.111859	11320.338512	11418.557167	insufficient_order_stat_support	0.014748	1.110763	0.000000	0.040929	0	not_ready_max_samples	p50_ci_width_0.1011_gt_0.0500;block_median_ratio_1.1108_gt_1.1000
quiczigperf	close_reset_cleanup	syscall	3	streams_per_second	combined	30	6	10142.022391	9991.665329	11072.145672	0.106535	9928.034407	11082.291356	1.116262	11167.625264	11394.305647	insufficient_order_stat_support	0.023037	1.135886	-0.016240	0.412626	0	not_ready_nonstationary	p50_ci_width_0.1065_gt_0.0500;block_median_ratio_1.1359_gt_1.1000
quiczigperf	connect	iouring	1	connections_per_second	discovery	30	6	1040.414698	1032.200528	1068.438851	0.034831	1021.677541	1117.347322	1.093640	1306.196619	1348.699786	insufficient_order_stat_support	0.015065	1.272464	-0.009750	-0.050528	2	not_ready_high_variance	block_median_ratio_1.2725_gt_1.1000;outliers_2;severe_block_median_ratio_1.2725_gt_1.2500;severe_outlier_blocks_2_gte_2
quiczigperf	connect	iouring	1	connections_per_second	combined	30	6	1040.414698	1032.200528	1068.438851	0.034831	1021.677541	1117.347322	1.093640	1306.196619	1348.699786	insufficient_order_stat_support	0.015065	1.272464	-0.009750	-0.050528	2	not_ready_high_variance	block_median_ratio_1.2725_gt_1.1000;outliers_2;severe_block_median_ratio_1.2725_gt_1.2500;severe_outlier_blocks_2_gte_2
quiczigperf	connect	syscall	1	connections_per_second	discovery	20	4	1045.308369	1036.330849	1058.203298	0.020924	1033.178107	1119.571051	1.083619	1148.837252	1291.872607	insufficient_order_stat_support	0.017589	1.023592	0.008629	-0.276087	0	ready	-
quiczigperf	connect	syscall	1	connections_per_second	combined	20	4	1045.308369	1036.330849	1058.203298	0.020924	1033.178107	1119.571051	1.083619	1148.837252	1291.872607	insufficient_order_stat_support	0.017589	1.023592	0.008629	-0.276087	0	ready	-
quiczigperf	connect	syscall	2	connections_per_second	discovery	30	6	1692.951955	1538.495859	1818.347122	0.165304	1498.901634	2065.600745	1.378076	2084.195129	2177.451748	insufficient_order_stat_support	0.118809	1.299217	0.129888	0.129770	0	not_ready_high_variance	p50_ci_width_0.1653_gt_0.0500;p80_p20_1.3781_gt_1.1500;block_median_ratio_1.2992_gt_1.1000;drift_0.1299_gt_0.0300;severe_block_median_ratio_1.2992_gt_1.2500;severe_drift_0.1299_gt_0.0800
quiczigperf	connect	syscall	2	connections_per_second	combined	30	6	1692.951955	1538.495859	1818.347122	0.165304	1498.901634	2065.600745	1.378076	2084.195129	2177.451748	insufficient_order_stat_support	0.118809	1.299217	0.129888	0.129770	0	not_ready_high_variance	p50_ci_width_0.1653_gt_0.0500;p80_p20_1.3781_gt_1.1500;block_median_ratio_1.2992_gt_1.1000;drift_0.1299_gt_0.0300;severe_block_median_ratio_1.2992_gt_1.2500;severe_drift_0.1299_gt_0.0800
quiczigperf	datagram	iouring	1	messages_per_second	discovery	40	8	132360.161759	130437.020064	137385.560516	0.052497	127032.599430	143801.125598	1.132002	145856.840932	193982.013117	insufficient_order_stat_support	0.041926	1.099398	-0.031281	-0.108352	0	not_ready_high_variance	p50_ci_width_0.0525_gt_0.0500;drift_-0.0313_gt_0.0300;persistent_drift_-0.0313_gt_0.0300
quiczigperf	datagram	iouring	1	messages_per_second	combined	40	8	132360.161759	130437.020064	137385.560516	0.052497	127032.599430	143801.125598	1.132002	145856.840932	193982.013117	insufficient_order_stat_support	0.041926	1.099398	-0.031281	-0.108352	0	not_ready_high_variance	p50_ci_width_0.0525_gt_0.0500;drift_-0.0313_gt_0.0300;persistent_drift_-0.0313_gt_0.0300
quiczigperf	datagram	syscall	1	messages_per_second	discovery	30	6	155978.181937	153107.388970	159726.125058	0.042434	151549.997301	164281.490727	1.084009	167184.100900	180440.715671	insufficient_order_stat_support	0.030435	1.094176	-0.012384	0.036712	2	not_ready_high_variance	outliers_2;severe_outlier_blocks_2_gte_2
quiczigperf	datagram	syscall	1	messages_per_second	combined	30	6	155978.181937	153107.388970	159726.125058	0.042434	151549.997301	164281.490727	1.084009	167184.100900	180440.715671	insufficient_order_stat_support	0.030435	1.094176	-0.012384	0.036712	2	not_ready_high_variance	outliers_2;severe_outlier_blocks_2_gte_2
quiczigperf	download	iouring	1	throughput_gbps	discovery	45	9	6.472480	6.358187	6.598479	0.037125	6.256031	6.734048	1.076409	6.809172	7.148615	insufficient_order_stat_support	0.034132	1.151560	0.030642	0.177016	0	not_ready_high_variance	p50_ci_width_0.0371_gt_0.0300;block_median_ratio_1.1516_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300
quiczigperf	download	iouring	1	throughput_gbps	combined	45	9	6.472480	6.358187	6.598479	0.037125	6.256031	6.734048	1.076409	6.809172	7.148615	insufficient_order_stat_support	0.034132	1.151560	0.030642	0.177016	0	not_ready_high_variance	p50_ci_width_0.0371_gt_0.0300;block_median_ratio_1.1516_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300
quiczigperf	download	syscall	1	throughput_gbps	discovery	20	4	6.594494	6.546125	6.672424	0.019152	6.319818	6.764669	1.070390	6.786477	6.792683	insufficient_order_stat_support	0.025918	1.022971	-0.011410	-0.023624	0	ready	-
quiczigperf	download	syscall	1	throughput_gbps	confirm	10	2	6.760185	6.726276	7.315876	0.087217	6.621936	7.331758	1.107192	7.421963	7.638050	insufficient_order_stat_support	0.040621	1.087656	0.000000	0.388639	0	not_ready_max_samples	p50_ci_width_0.0872_gt_0.0300
quiczigperf	download	syscall	1	throughput_gbps	combined	30	6	6.640706	6.589484	6.776050	0.028094	6.375762	6.787089	1.064514	7.153413	7.584695	insufficient_order_stat_support	0.020381	1.117952	-0.015660	0.339319	0	not_ready_nonstationary	block_median_ratio_1.1180_gt_1.1000
quiczigperf	download	syscall	2	throughput_gbps	discovery	35	7	7.016787	6.882354	7.082499	0.028524	6.766708	7.170486	1.059671	7.216236	7.617830	insufficient_order_stat_support	0.021813	1.053487	-0.000736	0.051458	0	ready	-
quiczigperf	download	syscall	2	throughput_gbps	confirm	10	2	7.020980	6.703488	7.101890	0.056745	6.698896	7.244658	1.081470	7.489505	7.754432	insufficient_order_stat_support	0.037116	1.059432	0.000000	0.222705	0	not_ready_max_samples	p50_ci_width_0.0567_gt_0.0300
quiczigperf	download	syscall	2	throughput_gbps	combined	45	9	7.016787	6.882354	7.101890	0.031287	6.700532	7.176762	1.071074	7.229051	7.767364	insufficient_order_stat_support	0.024917	1.070047	0.021254	0.129841	0	warning_noisy	p50_ci_width_0.0313_gt_0.0300
quiczigperf	download	syscall	3	throughput_gbps	discovery	30	6	6.864672	6.769006	6.949308	0.026265	6.682743	7.029016	1.051816	7.145159	7.425573	insufficient_order_stat_support	0.020278	1.050131	-0.018275	0.018564	0	ready	-
quiczigperf	download	syscall	3	throughput_gbps	combined	30	6	6.864672	6.769006	6.949308	0.026265	6.682743	7.029016	1.051816	7.145159	7.425573	insufficient_order_stat_support	0.020278	1.050131	-0.018275	0.018564	0	ready	-
quiczigperf	download	syscall	4	throughput_gbps	discovery	20	4	6.768706	6.666602	6.793252	0.018711	6.626048	6.871483	1.037041	6.915985	6.950986	insufficient_order_stat_support	0.017309	1.022226	-0.001476	-0.276842	0	ready	-
quiczigperf	download	syscall	4	throughput_gbps	confirm	10	2	6.742034	6.672514	6.811554	0.020623	6.571168	6.889495	1.048443	6.963416	6.991624	insufficient_order_stat_support	0.021419	1.020838	0.000000	0.371582	0	ready	-
quiczigperf	download	syscall	4	throughput_gbps	combined	30	6	6.768706	6.672514	6.793252	0.017838	6.614209	6.873482	1.039199	6.920426	6.984659	insufficient_order_stat_support	0.017309	1.024980	-0.012311	-0.022431	0	ready	-
quiczigperf	flow_control	iouring	1	throughput_gbps	discovery	30	6	0.796685	0.645327	1.286316	0.804570	0.620200	1.627160	2.623605	2.332458	4.244783	insufficient_order_stat_support	0.286719	2.634727	0.158085	0.129223	0	not_ready_high_variance	p50_ci_width_0.8046_gt_0.0500;p80_p20_2.6236_gt_1.1500;block_median_ratio_2.6347_gt_1.1000;drift_0.1581_gt_0.0300;severe_block_median_ratio_2.6347_gt_1.2500;severe_p80_p20_2.6236_gt_1.5000;severe_drift_0.1581_gt_0.0800
quiczigperf	flow_control	iouring	1	throughput_gbps	combined	30	6	0.796685	0.645327	1.286316	0.804570	0.620200	1.627160	2.623605	2.332458	4.244783	insufficient_order_stat_support	0.286719	2.634727	0.158085	0.129223	0	not_ready_high_variance	p50_ci_width_0.8046_gt_0.0500;p80_p20_2.6236_gt_1.1500;block_median_ratio_2.6347_gt_1.1000;drift_0.1581_gt_0.0300;severe_block_median_ratio_2.6347_gt_1.2500;severe_p80_p20_2.6236_gt_1.5000;severe_drift_0.1581_gt_0.0800
quiczigperf	flow_control	syscall	1	throughput_gbps	discovery	30	6	1.048192	1.043243	3.295223	2.148442	0.870589	4.843293	5.563239	4.896344	5.165458	insufficient_order_stat_support	0.281098	4.651033	0.640496	-0.034991	0	not_ready_high_variance	p50_ci_width_2.1484_gt_0.0500;p80_p20_5.5632_gt_1.1500;block_median_ratio_4.6510_gt_1.1000;drift_0.6405_gt_0.0300;severe_block_median_ratio_4.6510_gt_1.2500;severe_p80_p20_5.5632_gt_1.5000;severe_drift_0.6405_gt_0.0800
quiczigperf	flow_control	syscall	1	throughput_gbps	combined	30	6	1.048192	1.043243	3.295223	2.148442	0.870589	4.843293	5.563239	4.896344	5.165458	insufficient_order_stat_support	0.281098	4.651033	0.640496	-0.034991	0	not_ready_high_variance	p50_ci_width_2.1484_gt_0.0500;p80_p20_5.5632_gt_1.1500;block_median_ratio_4.6510_gt_1.1000;drift_0.6405_gt_0.0300;severe_block_median_ratio_4.6510_gt_1.2500;severe_p80_p20_5.5632_gt_1.5000;severe_drift_0.6405_gt_0.0800
quiczigperf	loss_recovery	iouring	1	throughput_gbps	discovery	35	7	3.290180	3.136704	3.539126	0.122310	2.982091	3.903875	1.309107	4.038911	4.115158	insufficient_order_stat_support	0.115167	1.205901	-0.093837	0.007030	0	not_ready_high_variance	p50_ci_width_0.1223_gt_0.0800;p80_p20_1.3091_gt_1.1500;block_median_ratio_1.2059_gt_1.1000;drift_-0.0938_gt_0.0300;severe_drift_-0.0938_gt_0.0800
quiczigperf	loss_recovery	iouring	1	throughput_gbps	combined	35	7	3.290180	3.136704	3.539126	0.122310	2.982091	3.903875	1.309107	4.038911	4.115158	insufficient_order_stat_support	0.115167	1.205901	-0.093837	0.007030	0	not_ready_high_variance	p50_ci_width_0.1223_gt_0.0800;p80_p20_1.3091_gt_1.1500;block_median_ratio_1.2059_gt_1.1000;drift_-0.0938_gt_0.0300;severe_drift_-0.0938_gt_0.0800
quiczigperf	loss_recovery	syscall	1	throughput_gbps	discovery	30	6	4.836601	4.756842	4.911878	0.032055	4.471757	5.505828	1.231245	5.851200	6.166745	insufficient_order_stat_support	0.072190	1.284384	0.001904	0.163030	0	not_ready_high_variance	p80_p20_1.2312_gt_1.1500;block_median_ratio_1.2844_gt_1.1000;severe_block_median_ratio_1.2844_gt_1.2500
