binary	scenario	network	metric	client_threads	publication_role	discovery_status	confirm_status	combined_status	combined_samples	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	combined_p20_p80_ratio	publication_status	reason
s2nperf	small_payload_pps	iouring	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	29944.937538	29377.950867	30139.721196	0.025439	1.055096	not_ready	missing_confirm_stats
s2nperf	small_payload_pps	iouring	messages_per_second	2	selected_saturation	ready	not_ready	ready	20	40414.772456	39925.566931	41073.420108	0.028402	1.039112	not_ready	missing_confirm_stats
s2nperf	small_payload_pps	iouring	messages_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	44161.261689	43218.878784	46765.817190	0.080318	1.101315	not_ready	p50_ci_width_0.0803_gt_0.0500;block_median_ratio_1.1077_gt_1.1000;drift_-0.0391_gt_0.0300;persistent_drift_-0.0391_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0803_gt_0.0500;block_median_ratio_1.1077_gt_1.1000;drift_-0.0391_gt_0.0300;persistent_drift_-0.0391_gt_0.0300
s2nperf	small_payload_pps	syscall	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	32369.903259	31505.784609	32906.855131	0.043283	1.060359	not_ready	missing_confirm_stats
s2nperf	small_payload_pps	syscall	messages_per_second	2	selected_saturation	ready	not_ready	ready	20	44943.108606	44479.543000	45593.420219	0.024784	1.058006	not_ready	missing_confirm_stats
s2nperf	small_payload_pps	syscall	messages_per_second	3	plateau_sentinel+post_selected	not_ready_max_samples	not_ready	not_ready_max_samples	120	49365.449179	49007.026239	49674.786437	0.013527	1.054138	not_ready	block_median_ratio_1.1031_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1031_gt_1.1000
s2nperf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	not_ready_nonstationary	35	30606.172888	29838.146123	30839.226918	0.032708	1.062731	not_ready	combined_not_ready_nonstationary;drift_0.0306_gt_0.0300
s2nperf	stream_churn	iouring	streams_per_second	2	pre_saturation	ready	ready	ready	30	40862.369488	39780.281698	41280.810456	0.036722	1.049342	ready	-
s2nperf	stream_churn	iouring	streams_per_second	3	pre_saturation	ready	ready	ready	30	43833.001939	42892.272873	44305.570965	0.032243	1.052660	ready	-
s2nperf	stream_churn	iouring	streams_per_second	4	pre_saturation	ready	ready	ready	30	44265.367494	43880.853864	44854.918459	0.022005	1.051037	ready	-
s2nperf	stream_churn	iouring	streams_per_second	5	selected_saturation	ready	ready	ready	30	44657.720421	44410.131450	45201.603447	0.017723	1.039061	ready	-
s2nperf	stream_churn	iouring	streams_per_second	7	plateau_sentinel+post_selected	ready	ready	ready	30	44488.541307	44229.754893	44869.696942	0.014384	1.062969	ready	-
s2nperf	stream_churn	syscall	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	not_ready_nonstationary	30	32511.899995	32102.867620	33052.124899	0.029197	1.044721	not_ready	combined_not_ready_nonstationary;drift_0.0300_gt_0.0300
s2nperf	stream_churn	syscall	streams_per_second	2	pre_saturation	ready	ready	ready	30	44706.068194	44379.558205	46061.930250	0.037632	1.073098	ready	-
s2nperf	stream_churn	syscall	streams_per_second	3	selected_saturation	ready	ready	ready	30	49357.647800	48805.723780	50183.932608	0.027923	1.087885	ready	-
s2nperf	stream_churn	syscall	streams_per_second	5	plateau_sentinel+post_selected	ready	ready	ready	30	49130.759809	48923.994615	49803.397683	0.017899	1.034663	ready	-
s2nperf	upload	iouring	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	ready	ready	30	3.082851	3.061637	3.109710	0.015594	1.062223	ready	-
s2nperf	upload	iouring	throughput_gbps	2	pre_saturation	ready	ready	ready	30	5.661952	5.600464	5.695799	0.016838	1.044050	ready	-
s2nperf	upload	iouring	throughput_gbps	3	pre_saturation	ready	ready	ready	30	6.109027	6.061046	6.139457	0.012835	1.038265	ready	-
s2nperf	upload	iouring	throughput_gbps	4	pre_saturation	ready	ready	ready	30	6.155369	6.111261	6.260800	0.024294	1.029481	ready	-
s2nperf	upload	iouring	throughput_gbps	5	pre_saturation	ready	ready	ready	30	6.144828	6.097844	6.196753	0.016096	1.023457	ready	-
s2nperf	upload	iouring	throughput_gbps	6	pre_saturation	ready	ready	ready	30	6.148201	6.119861	6.176767	0.009256	1.027181	ready	-
s2nperf	upload	iouring	throughput_gbps	7	selected_saturation	ready	ready	ready	30	6.188416	6.147016	6.215552	0.011075	1.018450	ready	-
s2nperf	upload	iouring	throughput_gbps	9	plateau_sentinel+post_selected	ready	ready	ready	30	6.118697	6.094571	6.149103	0.008912	1.016988	ready	-
tquicperf	close_reset_cleanup	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	111942.987676	110856.122089	112791.155940	0.017286	1.024371	not_ready	missing_confirm_stats
tquicperf	close_reset_cleanup	iouring	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	174437.069112	168186.131460	190019.356375	0.125164	1.186823	not_ready	p50_ci_width_0.1252_gt_0.0500;p80_p20_1.1868_gt_1.1500;block_median_ratio_1.3860_gt_1.1000;drift_-0.0764_gt_0.0300;severe_block_median_ratio_1.3860_gt_1.2500;missing_confirm_stats;p50_ci_width_0.1252_gt_0.0500;p80_p20_1.1868_gt_1.1500;block_median_ratio_1.3860_gt_1.1000;drift_-0.0764_gt_0.0300;severe_block_median_ratio_1.3860_gt_1.2500
tquicperf	close_reset_cleanup	syscall	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	98707.082022	98121.862298	99912.540647	0.018141	1.040896	not_ready	missing_confirm_stats
tquicperf	close_reset_cleanup	syscall	streams_per_second	2	pre_saturation	ready	not_ready	ready	20	196539.278289	196237.697894	199266.261242	0.015409	1.035612	not_ready	missing_confirm_stats
tquicperf	close_reset_cleanup	syscall	streams_per_second	3	selected_saturation	ready	not_ready	ready	20	236585.551902	233563.871134	241678.969274	0.034301	1.042218	not_ready	missing_confirm_stats
tquicperf	close_reset_cleanup	syscall	streams_per_second	4	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	255375.654564	253190.520901	257860.445365	0.018286	1.040711	not_ready	outliers_1;persistent_outliers_1;missing_confirm_stats;outliers_1;persistent_outliers_1
tquicperf	download	iouring	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	25	5.824040	5.779845	5.906490	0.021745	1.047886	not_ready	missing_confirm_stats
tquicperf	download	iouring	throughput_gbps	2	selected_saturation	ready	not_ready	ready	25	6.127426	6.025399	6.182975	0.025717	1.058834	not_ready	missing_confirm_stats
tquicperf	download	iouring	throughput_gbps	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	6.064197	5.876650	6.115282	0.039351	1.067290	not_ready	p50_ci_width_0.0394_gt_0.0300;block_median_ratio_1.1380_gt_1.1000;drift_0.0430_gt_0.0300;persistent_drift_0.0430_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0394_gt_0.0300;block_median_ratio_1.1380_gt_1.1000;drift_0.0430_gt_0.0300;persistent_drift_0.0430_gt_0.0300
tquicperf	download	syscall	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	30	6.341615	6.300863	6.472328	0.027038	1.070571	not_ready	confirm_p50_ci_width_0.0592_gt_0.0450
tquicperf	download	syscall	throughput_gbps	2	pre_saturation	ready	not_ready	ready	30	6.623677	6.574084	6.680066	0.016001	1.034498	not_ready	confirm_p50_ci_width_0.0530_gt_0.0450
tquicperf	download	syscall	throughput_gbps	3	pre_saturation	ready	not_ready	warning_noisy	30	6.812009	6.757793	7.172805	0.060924	1.074479	not_ready	confirm_p50_ci_width_0.0670_gt_0.0450;confirm_median_delta_0.0477_gt_0.0450;combined_warning_noisy;p50_ci_width_0.0609_gt_0.0300
tquicperf	download	syscall	throughput_gbps	4	pre_saturation	ready	ready	ready	35	6.784558	6.733111	6.904046	0.025195	1.042778	ready	-
tquicperf	download	syscall	throughput_gbps	5	selected_saturation	ready	not_ready	not_ready_nonstationary	50	6.800871	6.726012	6.844172	0.017374	1.031584	not_ready	combined_not_ready_nonstationary;block_median_ratio_1.1122_gt_1.1000
tquicperf	download	syscall	throughput_gbps	7	plateau_sentinel+post_selected	ready	ready	ready	30	6.528785	6.514607	6.636717	0.018703	1.030851	ready	-
tquicperf	flow_control	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	3.151938	3.107337	3.259413	0.048249	1.058846	not_ready	missing_confirm_stats
tquicperf	flow_control	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	3.784085	3.598234	3.905373	0.081166	1.142440	not_ready	p50_ci_width_0.0812_gt_0.0500;block_median_ratio_1.1907_gt_1.1000;persistent_block_median_ratio_recent_1.1607_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0812_gt_0.0500;block_median_ratio_1.1907_gt_1.1000;persistent_block_median_ratio_recent_1.1607_gt_1.1000
tquicperf	flow_control	syscall	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	30	3.337628	3.302535	3.435831	0.039937	1.119213	not_ready	missing_confirm_stats
tquicperf	flow_control	syscall	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	3.921475	3.747591	4.210741	0.118106	1.218212	not_ready	p50_ci_width_0.1181_gt_0.0500;p80_p20_1.2182_gt_1.1500;block_median_ratio_1.2760_gt_1.1000;severe_block_median_ratio_1.2760_gt_1.2500;missing_confirm_stats;p50_ci_width_0.1181_gt_0.0500;p80_p20_1.2182_gt_1.1500;block_median_ratio_1.2760_gt_1.1000;severe_block_median_ratio_1.2760_gt_1.2500
tquicperf	reqresp	iouring	requests_per_second	1	baseline_1c1s+pre_saturation	ready	ready	ready	30	87355.177912	86377.770141	88690.469487	0.026475	1.032456	ready	-
tquicperf	reqresp	iouring	requests_per_second	2	pre_saturation	ready	ready	ready	40	156514.723808	152704.581248	158639.603432	0.037920	1.064754	ready	-
tquicperf	reqresp	iouring	requests_per_second	3	pre_saturation	ready	ready	ready	30	159814.859561	158871.102241	160790.688209	0.012011	1.039291	ready	-
tquicperf	reqresp	iouring	requests_per_second	4	selected_saturation	ready	ready	ready	30	170085.462694	168058.551993	173297.129608	0.030800	1.053004	ready	-
tquicperf	reqresp	iouring	requests_per_second	6	plateau_sentinel+post_selected	ready	ready	ready	30	162860.851365	161297.664466	164135.429572	0.017424	1.037605	ready	-
tquicperf	reqresp	syscall	requests_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	134689.003278	132514.479832	137652.640142	0.038148	1.054092	not_ready	missing_confirm_stats
tquicperf	reqresp	syscall	requests_per_second	2	selected_saturation	ready	not_ready	ready	20	172004.699477	170594.672488	174383.844417	0.022029	1.036489	not_ready	missing_confirm_stats
tquicperf	reqresp	syscall	requests_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	45	173025.026617	166094.024357	177413.525633	0.065421	1.080520	not_ready	p50_ci_width_0.0654_gt_0.0500;drift_0.0310_gt_0.0300;persistent_drift_0.0310_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0654_gt_0.0500;drift_0.0310_gt_0.0300;persistent_drift_0.0310_gt_0.0300
tquicperf	small_payload_pps	iouring	messages_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	110252.628625	109623.181021	112184.092494	0.023228	1.035054	not_ready	missing_confirm_stats
tquicperf	small_payload_pps	iouring	messages_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	176254.666437	169875.415295	196201.545739	0.149364	1.258797	not_ready	p50_ci_width_0.1494_gt_0.0500;p80_p20_1.2588_gt_1.1500;block_median_ratio_1.2162_gt_1.1000;drift_-0.1061_gt_0.0300;severe_drift_-0.1061_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1494_gt_0.0500;p80_p20_1.2588_gt_1.1500;block_median_ratio_1.2162_gt_1.1000;drift_-0.1061_gt_0.0300;severe_drift_-0.1061_gt_0.0800
tquicperf	small_payload_pps	syscall	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	100375.889101	99098.362714	100672.485897	0.015682	1.023731	not_ready	missing_confirm_stats
tquicperf	small_payload_pps	syscall	messages_per_second	2	selected_saturation	ready	not_ready	ready	20	196135.586058	193347.546108	197826.590208	0.022836	1.054677	not_ready	missing_confirm_stats
tquicperf	small_payload_pps	syscall	messages_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	45	234969.594690	226630.165832	240996.917640	0.061143	1.094661	not_ready	p50_ci_width_0.0611_gt_0.0500;block_median_ratio_1.1313_gt_1.1000;drift_0.0303_gt_0.0300;persistent_drift_0.0303_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0611_gt_0.0500;block_median_ratio_1.1313_gt_1.1000;drift_0.0303_gt_0.0300;persistent_drift_0.0303_gt_0.0300
tquicperf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	111207.057800	110512.632659	112262.864342	0.015738	1.032742	not_ready	missing_confirm_stats
tquicperf	stream_churn	iouring	streams_per_second	2	pre_saturation	ready	not_ready	ready	40	170280.406348	169221.878472	174265.718461	0.029621	1.110362	not_ready	missing_confirm_stats
tquicperf	stream_churn	iouring	streams_per_second	3	pre_saturation	ready	not_ready	ready	20	199177.345793	196366.288064	200647.558104	0.021495	1.029287	not_ready	missing_confirm_stats
tquicperf	stream_churn	iouring	streams_per_second	4	selected_saturation	ready	not_ready	ready	20	218170.353231	215082.814398	220146.358631	0.023209	1.054636	not_ready	missing_confirm_stats
tquicperf	stream_churn	iouring	streams_per_second	5	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	241928.952251	234127.824350	248691.829973	0.060200	1.134868	not_ready	p50_ci_width_0.0602_gt_0.0500;block_median_ratio_1.1106_gt_1.1000;drift_-0.0405_gt_0.0300;persistent_block_median_ratio_recent_1.1106_gt_1.1000;persistent_drift_-0.0405_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0602_gt_0.0500;block_median_ratio_1.1106_gt_1.1000;drift_-0.0405_gt_0.0300;persistent_block_median_ratio_recent_1.1106_gt_1.1000;persistent_drift_-0.0405_gt_0.0300
tquicperf	stream_churn	syscall	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	98605.750892	98297.504501	99804.323956	0.015281	1.030865	not_ready	missing_confirm_stats
tquicperf	stream_churn	syscall	streams_per_second	2	pre_saturation	ready	not_ready	ready	20	196848.853691	194823.534873	197934.656242	0.015805	1.058783	not_ready	missing_confirm_stats
tquicperf	stream_churn	syscall	streams_per_second	3	pre_saturation	ready	not_ready	ready	20	233272.364845	226673.987634	233886.730758	0.030920	1.079445	not_ready	missing_confirm_stats
tquicperf	stream_churn	syscall	streams_per_second	4	pre_saturation	ready	not_ready	ready	20	256488.242118	251379.253252	258427.245633	0.027479	1.030522	not_ready	missing_confirm_stats
tquicperf	stream_churn	syscall	streams_per_second	5	pre_saturation	ready	not_ready	ready	20	257009.094810	256099.665039	260158.923971	0.015794	1.031793	not_ready	missing_confirm_stats
tquicperf	stream_churn	syscall	streams_per_second	6	selected_saturation	ready	not_ready	ready	20	260269.495380	258111.346091	260606.502251	0.009587	1.016011	not_ready	missing_confirm_stats
tquicperf	stream_churn	syscall	streams_per_second	7	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	260806.778646	259037.312377	261557.419564	0.009663	1.021096	not_ready	outliers_1;persistent_outliers_1;missing_confirm_stats;outliers_1;persistent_outliers_1
tquicperf	upload	iouring	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	warning_noisy	30	5.336318	5.117996	5.423510	0.057252	1.101042	not_ready	confirm_median_delta_0.0525_gt_0.0450;combined_warning_noisy;p50_ci_width_0.0573_gt_0.0300
tquicperf	upload	iouring	throughput_gbps	2	selected_saturation	ready	ready	ready	60	8.620735	8.535045	8.684607	0.017349	1.071161	ready	-
tquicperf	upload	iouring	throughput_gbps	4	plateau_sentinel+post_selected	ready	ready	ready	30	8.297950	8.222819	8.432510	0.025270	1.043779	ready	-
xquicperf	close_reset_cleanup	iouring	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	25	92979.933314	91703.280067	94331.175385	0.028263	1.055638	not_ready	missing_confirm_stats
xquicperf	close_reset_cleanup	iouring	streams_per_second	2	pre_saturation	ready	not_ready	ready	30	98506.188861	97463.091085	102031.945265	0.046381	1.100011	not_ready	missing_confirm_stats
xquicperf	close_reset_cleanup	iouring	streams_per_second	3	selected_saturation	ready	not_ready	ready	20	101037.200295	98158.764993	102726.993196	0.045213	1.076890	not_ready	missing_confirm_stats
xquicperf	close_reset_cleanup	iouring	streams_per_second	4	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	97801.891547	94210.543009	98293.943811	0.041752	1.074181	not_ready	outliers_1;persistent_outliers_1;missing_confirm_stats;outliers_1;persistent_outliers_1
xquicperf	close_reset_cleanup	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	106199.655777	104423.657384	107571.206046	0.029638	1.059833	not_ready	missing_confirm_stats
xquicperf	close_reset_cleanup	syscall	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	107289.903803	106542.587398	111190.269324	0.043319	1.068347	not_ready	outliers_2;severe_outlier_blocks_2_gte_2;missing_confirm_stats;outliers_2;severe_outlier_blocks_2_gte_2
xquicperf	download	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	25	1.780850	1.772023	1.793388	0.011997	1.050188	not_ready	missing_confirm_stats
xquicperf	download	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	3.558958	3.191434	3.954988	0.214544	1.350831	not_ready	p50_ci_width_0.2145_gt_0.0300;p80_p20_1.3508_gt_1.1500;block_median_ratio_1.4197_gt_1.1000;drift_0.1180_gt_0.0300;severe_block_median_ratio_1.4197_gt_1.2500;severe_drift_0.1180_gt_0.0800;missing_confirm_stats;p50_ci_width_0.2145_gt_0.0300;p80_p20_1.3508_gt_1.1500;block_median_ratio_1.4197_gt_1.1000;drift_0.1180_gt_0.0300;severe_block_median_ratio_1.4197_gt_1.2500;severe_drift_0.1180_gt_0.0800
xquicperf	flow_control	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	3.671823	3.648749	3.724028	0.020502	1.031626	not_ready	missing_confirm_stats
xquicperf	flow_control	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	3.979169	3.805550	4.063595	0.064849	1.141594	not_ready	p50_ci_width_0.0648_gt_0.0500;drift_0.0486_gt_0.0300;persistent_drift_0.0486_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0648_gt_0.0500;drift_0.0486_gt_0.0300;persistent_drift_0.0486_gt_0.0300
xquicperf	reqresp	iouring	requests_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	92249.217109	90538.462923	93579.966503	0.032971	1.050437	not_ready	missing_confirm_stats
xquicperf	reqresp	iouring	requests_per_second	2	selected_saturation	ready	not_ready	ready	20	95769.312370	95205.463397	95991.690719	0.008210	1.021050	not_ready	missing_confirm_stats
xquicperf	reqresp	iouring	requests_per_second	4	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	105	94882.442715	94219.040776	95673.544674	0.015330	1.079315	not_ready	block_median_ratio_1.1201_gt_1.1000;persistent_block_median_ratio_recent_1.1129_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1201_gt_1.1000;persistent_block_median_ratio_recent_1.1129_gt_1.1000
xquicperf	reqresp	syscall	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	102507.767197	101922.919200	103307.900825	0.013511	1.050330	not_ready	missing_confirm_stats
xquicperf	reqresp	syscall	requests_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	50	106345.377847	105101.017319	109890.255990	0.045035	1.111494	not_ready	block_median_ratio_1.1098_gt_1.1000;persistent_block_median_ratio_recent_1.1051_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1098_gt_1.1000;persistent_block_median_ratio_recent_1.1051_gt_1.1000
xquicperf	small_payload_pps	iouring	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	30	92607.964286	91445.354794	94148.998200	0.029195	1.042206	not_ready	missing_confirm_stats
xquicperf	small_payload_pps	iouring	messages_per_second	2	selected_saturation	ready	not_ready	ready	40	99234.224469	97817.574331	102707.256951	0.049274	1.088056	not_ready	missing_confirm_stats
xquicperf	small_payload_pps	iouring	messages_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	94993.315555	94045.775802	99265.881822	0.054952	1.081998	not_ready	p50_ci_width_0.0550_gt_0.0500;outliers_1;persistent_outliers_1;missing_confirm_stats;p50_ci_width_0.0550_gt_0.0500;outliers_1;persistent_outliers_1
xquicperf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	94405.705237	92918.265944	96519.792260	0.038149	1.055709	not_ready	missing_confirm_stats
xquicperf	stream_churn	iouring	streams_per_second	2	selected_saturation	ready	not_ready	ready	20	98694.689349	98346.014991	102149.830018	0.038541	1.077824	not_ready	missing_confirm_stats
xquicperf	stream_churn	iouring	streams_per_second	4	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	96920.932481	92499.471395	97922.055866	0.055949	1.109985	not_ready	p50_ci_width_0.0559_gt_0.0500;block_median_ratio_1.1415_gt_1.1000;persistent_block_median_ratio_recent_1.1415_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0559_gt_0.0500;block_median_ratio_1.1415_gt_1.1000;persistent_block_median_ratio_recent_1.1415_gt_1.1000
xquicperf	stream_churn	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	106542.421513	105993.398744	107927.962301	0.018158	1.030590	not_ready	missing_confirm_stats
xquicperf	stream_churn	syscall	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	50	107080.598881	106223.812951	115221.269846	0.084025	1.103207	not_ready	p50_ci_width_0.0840_gt_0.0500;block_median_ratio_1.1139_gt_1.1000;persistent_block_median_ratio_recent_1.1094_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0840_gt_0.0500;block_median_ratio_1.1139_gt_1.1000;persistent_block_median_ratio_recent_1.1094_gt_1.1000
