binary	scenario	network	path_profile	tier	publication_eligible	calibrated	workload_kind	selected_work_units	probe_work_units	target_duration_sec	calibration_duration_sec	timeout_sec	env_overrides	reason
tquicperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.097384	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
tquicperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.148435	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.152506	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.674859	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.152230	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.656548	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.147193	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	0.627634	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
tquicperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	0.625856	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
tquicperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.158393	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.149115	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.670562	17	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	2.139927	19	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
xquicperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
xquicperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.099975	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
xquicperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.089427	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
xquicperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.542486	17	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.281610	16	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.120024	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
xquicperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.117878	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
xquicperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.273456	16	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.300491	16	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.654520	17	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.319562	16	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.814284	18	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.296803	16	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.238306	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
xquicperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.246998	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
xquicperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.479028	16	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.275158	16	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
xquicperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
xquicperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
