binary	scenario	network	path_profile	client_threads	metric	mode	duration_ms	work_units	samples	blocks	p50	p50_ci95_low	p50_ci95_high	p50_ci95_relative_width	p20	p80	p20_p80_ratio	p90	p99	p99_status	block_median_ratio	drift_relative	outlier_count	measurement_status	audit_status	publication_status	reason
picoperf	datagram	syscall	loopback	1	datagrams_per_second	duration	2000		20	5	71990.500000	71385.750000	72521.000000	0.015769	69465.800000	77922.400000	1.121738	68153.250000	65497.710000	insufficient_order_stat_support	1.072116	-0.036436	0	complete	noisy	inconclusive	drift_-0.0364_gt_0.0300
picoperf	datagram	iouring	loopback	1	datagrams_per_second	duration	2000		20	5	91122.500000	89678.000000	94384.500000	0.051650	87954.700000	95412.500000	1.084791	83556.550000	80252.965000	insufficient_order_stat_support	1.074852	-0.006568	0	complete	noisy	inconclusive	p50_ci_width_0.0517_gt_0.0500
picoperf	idle_footprint	syscall	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	135424.000000	134656.000000	135936.000000	0.009452	129587.200000	136704.000000	1.054919	140800.000000	144348.160000	insufficient_order_stat_support	1.048544	0.002844	0	complete	tail_insufficient	publishable	
picoperf	idle_footprint	iouring	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	93056.000000	92416.000000	93952.000000	0.016506	91238.400000	100403.200000	1.100449	105753.600000	107020.800000	insufficient_order_stat_support	1.078947	-0.014276	0	complete	tail_insufficient	publishable	
picoperf	close_reset_cleanup	syscall	loopback	16	streams_per_second	duration	2000		20	5	49276.000000	48144.000000	50416.000000	0.046108	47567.200000	51515.200000	1.082998	47000.800000	42527.800000	insufficient_order_stat_support	1.073930	0.020120	0	complete	tail_insufficient	publishable	
picoperf	close_reset_cleanup	iouring	loopback	16	streams_per_second	duration	2000		20	5	45716.000000	45402.000000	46252.000000	0.018593	45123.200000	46452.800000	1.029466	44743.600000	44055.640000	insufficient_order_stat_support	1.029930	-0.008568	0	complete	tail_insufficient	publishable	
quinnperf	download	syscall	loopback	2	throughput_gbps	duration	2000		20	5	6.695362	6.675537	6.766208	0.013542	6.600321	6.856159	1.038761	6.478700	6.392596	insufficient_order_stat_support	1.018312	-0.010736	0	complete	tail_insufficient	publishable	
quinnperf	download	iouring	loopback	2	throughput_gbps	duration	2000		20	5	6.870274	6.805263	6.878134	0.010607	6.733535	6.941771	1.030925	6.673084	6.643305	insufficient_order_stat_support	1.017749	0.003072	0	complete	tail_insufficient	publishable	
quinnperf	upload	syscall	loopback	1	throughput_gbps	duration	2000		20	5	3.450073	3.432975	3.469228	0.010508	3.424594	3.489240	1.018877	3.420490	3.389557	insufficient_order_stat_support	1.022488	0.013939	0	complete	tail_insufficient	publishable	
quinnperf	upload	iouring	loopback	1	throughput_gbps	duration	2000		20	5	4.247289	4.246620	4.247727	0.000261	4.222944	4.302547	1.018850	4.198918	4.188969	insufficient_order_stat_support	1.006600	-0.002801	0	complete	tail_insufficient	publishable	
quinnperf	connect	syscall	loopback	8	connections_per_second	work		16	20	5	302.179879	291.779794	307.610354	0.052388	285.737024	321.788966	1.126172	276.959399	274.145063	insufficient_order_stat_support	1.088007	-0.020776	0	complete	noisy	inconclusive	p50_ci_width_0.0524_gt_0.0500
quinnperf	connect	iouring	loopback	16	connections_per_second	work		8	20	5	274.843466	272.774907	279.935369	0.026053	269.763404	289.551449	1.073353	268.827495	253.717120	insufficient_order_stat_support	1.041013	0.014285	0	complete	tail_insufficient	publishable	
quinnperf	reqresp	syscall	loopback	2	requests_per_second	duration	2000		20	5	51031.250000	51015.250000	51123.000000	0.002111	50088.300000	51995.300000	1.038073	49881.950000	49711.670000	insufficient_order_stat_support	1.017296	-0.006666	0	complete	tail_insufficient	publishable	
quinnperf	reqresp	iouring	loopback	1	requests_per_second	duration	2000		20	5	32764.750000	32764.500000	32765.000000	0.000015	32764.500000	32765.000000	1.000015	32764.500000	32764.500000	insufficient_order_stat_support	1.000015	-0.000004	0	complete	tail_insufficient	publishable	
quinnperf	stream_churn	syscall	loopback	2	streams_per_second	duration	2000		20	5	52025.500000	50758.250000	52964.000000	0.042397	50620.000000	53086.300000	1.048722	50412.800000	49684.520000	insufficient_order_stat_support	1.050215	-0.003863	0	complete	tail_insufficient	publishable	
quinnperf	stream_churn	iouring	loopback	1	streams_per_second	duration	2000		20	5	32765.000000	32764.500000	32765.500000	0.000031	32764.500000	32765.500000	1.000031	32764.500000	32764.500000	insufficient_order_stat_support	1.000031	0.000008	0	complete	tail_insufficient	publishable	
quinnperf	multistream_download	syscall	loopback	2	throughput_gbps	duration	2000		20	5	6.438752	6.349860	6.484584	0.020924	6.345858	6.496142	1.023682	6.332031	6.306445	insufficient_order_stat_support	1.029210	-0.015993	0	complete	tail_insufficient	publishable	
quinnperf	multistream_download	iouring	loopback	2	throughput_gbps	duration	2000		20	5	6.669714	6.594307	6.688136	0.014068	6.576106	6.758031	1.027665	6.516757	6.462927	insufficient_order_stat_support	1.023642	-0.001020	0	complete	tail_insufficient	publishable	
quinnperf	multistream_upload	syscall	loopback	16	throughput_gbps	duration	2000		20	5	1.534066	1.530921	1.539310	0.005468	1.528405	1.539310	1.007135	1.524630	1.523780	insufficient_order_stat_support	1.006509	-0.000683	0	complete	tail_insufficient	publishable	
quinnperf	multistream_upload	iouring	loopback	16	throughput_gbps	duration	2000		20	5	1.533018	1.530921	1.537737	0.004446	1.530502	1.539729	1.006029	1.526622	1.525678	insufficient_order_stat_support	1.004452	0.003594	0	complete	tail_insufficient	publishable	
quinnperf	bidi	syscall	loopback	1	throughput_gbps	duration	2000		20	5	4.612374	4.595700	4.641002	0.009822	4.549336	4.680047	1.028732	4.520614	4.473992	insufficient_order_stat_support	1.025259	0.009896	0	complete	tail_insufficient	publishable	
quinnperf	bidi	iouring	loopback	1	throughput_gbps	duration	2000		20	5	5.316893	5.273132	5.352980	0.015018	5.271205	5.404556	1.025298	5.246163	5.154747	insufficient_order_stat_support	1.023142	-0.006391	0	complete	tail_insufficient	publishable	
quinnperf	small_payload_pps	syscall	loopback	2	messages_per_second	duration	2000		20	5	52510.750000	52159.500000	52917.750000	0.014440	51700.900000	53266.200000	1.030276	51623.700000	50964.720000	insufficient_order_stat_support	1.020450	-0.011443	0	complete	tail_insufficient	publishable	
quinnperf	small_payload_pps	iouring	loopback	1	messages_per_second	duration	2000		20	5	32764.750000	32764.500000	32765.000000	0.000015	32764.500000	32765.500000	1.000031	32764.500000	32764.500000	insufficient_order_stat_support	1.000023	-0.000011	0	complete	tail_insufficient	publishable	
quinnperf	loss_recovery	syscall	loopback	2	throughput_gbps	duration	5000		20	5	6.525654	6.508407	6.591781	0.012776	6.416460	6.677808	1.040731	6.367265	6.279321	insufficient_order_stat_support	1.018538	-0.001072	0	complete	tail_insufficient	publishable	
quinnperf	loss_recovery	iouring	loopback	4	throughput_gbps	duration	5000		20	5	6.543605	6.523967	6.613998	0.013759	6.475793	6.614827	1.021470	6.460864	6.441590	insufficient_order_stat_support	1.017938	0.002390	0	complete	tail_insufficient	publishable	
quinnperf	flow_control	syscall	loopback	2	throughput_gbps	duration	2000		20	5	5.212619	5.176372	5.273921	0.018714	5.137312	5.325453	1.036622	5.115556	5.029921	insufficient_order_stat_support	1.030846	-0.008662	0	complete	tail_insufficient	publishable	
quinnperf	flow_control	iouring	loopback	2	throughput_gbps	duration	2000		20	5	5.326770	5.319942	5.335265	0.002877	5.289464	5.374808	1.016135	5.270913	5.262891	insufficient_order_stat_support	1.010439	0.001432	0	complete	tail_insufficient	publishable	
quinnperf	resumed_connect	syscall	loopback	16	connections_per_second	work		2	20	5	14.413419	14.360031	14.455702	0.006638	14.326149	14.499305	1.012087	14.309945	14.285591	insufficient_order_stat_support	1.007800	0.003683	0	complete	tail_insufficient	publishable	
quinnperf	resumed_connect	iouring	loopback	16	connections_per_second	work		2	20	5	14.937794	14.891604	14.946916	0.003703	14.881097	14.972719	1.006157	14.818833	14.798484	insufficient_order_stat_support	1.007745	0.002289	0	complete	tail_insufficient	publishable	
quinnperf	zero_rtt_reqresp	syscall	loopback	1	requests_per_second	duration	2000		20	5	32765.000000	32764.500000	32765.000000	0.000015	32764.500000	32765.000000	1.000015	32764.500000	32764.500000	insufficient_order_stat_support	1.000015	0.000011	0	complete	tail_insufficient	publishable	
quinnperf	zero_rtt_reqresp	iouring	loopback	1	requests_per_second	duration	2000		20	5	32764.750000	32764.500000	32765.000000	0.000015	32764.500000	32765.000000	1.000015	32764.500000	32764.500000	insufficient_order_stat_support	1.000015	0.000000	0	complete	tail_insufficient	publishable	
quinnperf	datagram	syscall	loopback	4	datagrams_per_second	duration	2000		20	5	3504773.000000	3493875.750000	3531873.250000	0.010842	3480821.500000	3547237.400000	1.019081	3476106.300000	3468649.620000	insufficient_order_stat_support	1.012439	-0.007118	0	complete	tail_insufficient	publishable	
quinnperf	datagram	iouring	loopback	4	datagrams_per_second	duration	2000		20	5	3296997.250000	3264728.500000	3364181.500000	0.030165	3244664.000000	3382110.300000	1.042361	3207451.300000	3054184.990000	insufficient_order_stat_support	1.037605	0.008380	0	complete	tail_insufficient	publishable	
quinnperf	idle_footprint	syscall	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	80896.000000	72064.000000	82688.000000	0.131329	70195.200000	82995.200000	1.182349	86528.000000	90467.840000	insufficient_order_stat_support	1.224074	0.074105	0	complete	noisy	inconclusive	p50_ci_width_0.1313_gt_0.0500;p80_p20_1.1823_gt_1.1500;block_median_ratio_1.2241_gt_1.1000;drift_0.0741_gt_0.0300
quinnperf	idle_footprint	iouring	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	90496.000000	84224.000000	98816.000000	0.161245	83558.400000	99840.000000	1.194853	100377.600000	101437.440000	insufficient_order_stat_support	1.182927	0.022001	0	complete	noisy	inconclusive	p50_ci_width_0.1612_gt_0.0500;p80_p20_1.1949_gt_1.1500;block_median_ratio_1.1829_gt_1.1000
quinnperf	close_reset_cleanup	syscall	loopback	2	streams_per_second	duration	2000		20	5	51519.000000	50930.000000	52418.000000	0.028883	50523.800000	52970.700000	1.048431	50232.700000	49928.950000	insufficient_order_stat_support	1.045530	-0.024207	0	complete	tail_insufficient	publishable	
quinnperf	close_reset_cleanup	iouring	loopback	2	streams_per_second	duration	2000		20	5	54645.250000	52807.500000	55314.500000	0.045878	52695.300000	56866.800000	1.079163	52577.550000	52232.490000	insufficient_order_stat_support	1.054308	-0.006605	0	complete	tail_insufficient	publishable	
noqperf	download	syscall	loopback	2	throughput_gbps	duration	2000		20	5	5.386795	5.345708	5.410367	0.012003	5.265507	5.485535	1.041787	5.254018	5.239883	insufficient_order_stat_support	1.018303	0.010712	0	complete	tail_insufficient	publishable	
noqperf	download	iouring	loopback	2	throughput_gbps	duration	2000		20	5	5.498447	5.492773	5.513962	0.003854	5.480760	5.545155	1.011749	5.451288	5.409274	insufficient_order_stat_support	1.006422	0.000716	0	complete	tail_insufficient	publishable	
noqperf	upload	syscall	loopback	1	throughput_gbps	duration	2000		20	5	2.862236	2.862236	2.866321	0.001427	2.854177	2.887177	1.011562	2.828317	2.792605	insufficient_order_stat_support	1.003815	-0.002313	0	complete	tail_insufficient	publishable	
noqperf	upload	iouring	loopback	1	throughput_gbps	duration	2000		20	5	3.423858	3.422830	3.433040	0.002982	3.397939	3.449484	1.015170	3.390146	3.339424	insufficient_order_stat_support	1.006426	0.004239	0	complete	tail_insufficient	publishable	
noqperf	connect	syscall	loopback	8	connections_per_second	work		16	20	5	305.874992	302.661366	306.455811	0.012405	285.605560	327.171500	1.145536	283.544102	262.462943	insufficient_order_stat_support	1.098720	-0.053795	0	complete	noisy	inconclusive	drift_-0.0538_gt_0.0300
noqperf	connect	iouring	loopback	16	connections_per_second	work		8	20	5	276.724679	267.618277	281.786335	0.051199	266.346453	282.752027	1.061595	260.511024	255.612159	insufficient_order_stat_support	1.084178	0.042558	0	complete	noisy	inconclusive	p50_ci_width_0.0512_gt_0.0500;drift_0.0426_gt_0.0300
noqperf	reqresp	syscall	loopback	1	requests_per_second	duration	2000		20	5	32764.500000	32764.500000	32764.500000	0.000000	32764.500000	32765.000000	1.000015	32764.500000	32764.500000	insufficient_order_stat_support	1.000008	-0.000004	0	complete	tail_insufficient	publishable	
noqperf	reqresp	iouring	loopback	1	requests_per_second	duration	2000		20	5	32765.000000	32764.500000	32765.000000	0.000015	32764.500000	32765.500000	1.000031	32764.500000	32764.500000	insufficient_order_stat_support	1.000023	-0.000004	0	complete	tail_insufficient	publishable	
noqperf	stream_churn	syscall	loopback	2	streams_per_second	duration	2000		20	5	44055.500000	43924.000000	44103.000000	0.004063	43235.500000	44560.800000	1.030653	42808.450000	42737.890000	insufficient_order_stat_support	1.014838	-0.000239	0	complete	tail_insufficient	publishable	
noqperf	stream_churn	iouring	loopback	1	streams_per_second	duration	2000		20	5	32765.000000	32764.500000	32765.000000	0.000015	32764.500000	32765.000000	1.000015	32764.500000	32764.500000	insufficient_order_stat_support	1.000023	-0.000019	0	complete	tail_insufficient	publishable	
noqperf	multistream_download	syscall	loopback	2	throughput_gbps	duration	2000		20	5	5.299551	5.226050	5.319930	0.017715	5.186987	5.335512	1.028634	5.172574	5.163763	insufficient_order_stat_support	1.023158	-0.005909	0	complete	tail_insufficient	publishable	
noqperf	multistream_download	iouring	loopback	2	throughput_gbps	duration	2000		20	5	5.368531	5.329301	5.401505	0.013449	5.300175	5.414410	1.021553	5.286578	5.271628	insufficient_order_stat_support	1.019473	-0.008083	0	complete	tail_insufficient	publishable	
noqperf	multistream_upload	syscall	loopback	8	throughput_gbps	duration	2000		20	5	0.767558	0.761266	0.771752	0.013662	0.760847	0.771752	1.014333	0.758750	0.753276	insufficient_order_stat_support	1.019390	-0.004087	0	complete	tail_insufficient	publishable	
noqperf	multistream_upload	iouring	loopback	8	throughput_gbps	duration	2000		20	5	0.767558	0.767558	0.767558	0.000000	0.761266	0.767977	1.008816	0.757806	0.749030	insufficient_order_stat_support	1.008265	-0.002733	0	complete	tail_insufficient	publishable	
noqperf	bidi	syscall	loopback	1	throughput_gbps	duration	2000		20	5	3.856375	3.837994	3.893363	0.014358	3.782010	3.936721	1.040907	3.742712	3.703613	insufficient_order_stat_support	1.040457	0.000244	0	complete	tail_insufficient	publishable	
noqperf	bidi	iouring	loopback	1	throughput_gbps	duration	2000		20	5	4.385600	4.291297	4.387766	0.021997	4.287627	4.460892	1.040410	4.273511	4.214703	insufficient_order_stat_support	1.032232	0.008627	0	complete	tail_insufficient	publishable	
noqperf	small_payload_pps	syscall	loopback	2	messages_per_second	duration	2000		20	5	44582.750000	44263.750000	45192.000000	0.020821	44026.900000	45239.100000	1.027533	43484.050000	43249.690000	insufficient_order_stat_support	1.021112	-0.010440	0	complete	tail_insufficient	publishable	
noqperf	small_payload_pps	iouring	loopback	1	messages_per_second	duration	2000		20	5	32765.000000	32764.750000	32765.250000	0.000015	32764.500000	32765.100000	1.000018	32764.500000	32764.500000	insufficient_order_stat_support	1.000023	0.000000	0	complete	tail_insufficient	publishable	
noqperf	loss_recovery	syscall	loopback	2	throughput_gbps	duration	5000		20	5	5.102222	5.085224	5.106462	0.004163	5.042304	5.119992	1.015407	5.031483	5.020877	insufficient_order_stat_support	1.007574	0.003799	0	complete	tail_insufficient	publishable	
noqperf	loss_recovery	iouring	loopback	2	throughput_gbps	duration	5000		20	5	4.967051	4.959479	4.972971	0.002716	4.950359	5.002351	1.010503	4.939889	4.897363	insufficient_order_stat_support	1.009427	0.002569	0	complete	tail_insufficient	publishable	
noqperf	flow_control	syscall	loopback	2	throughput_gbps	duration	2000		20	5	4.225389	4.194485	4.256488	0.014674	4.168802	4.309048	1.033642	4.156878	4.124253	insufficient_order_stat_support	1.025667	0.019901	0	complete	tail_insufficient	publishable	
noqperf	flow_control	iouring	loopback	2	throughput_gbps	duration	2000		20	5	4.319797	4.298362	4.378222	0.018487	4.290768	4.405729	1.026793	4.270710	4.220794	insufficient_order_stat_support	1.018887	0.010326	0	complete	tail_insufficient	publishable	
noqperf	resumed_connect	syscall	loopback	16	connections_per_second	work		2	20	5	14.431365	14.414941	14.471425	0.003914	14.407295	14.484799	1.005380	14.394767	14.296903	insufficient_order_stat_support	1.004383	0.000787	0	complete	tail_insufficient	publishable	
noqperf	resumed_connect	iouring	loopback	16	connections_per_second	work		2	20	5	14.966822	14.914633	15.010525	0.006407	14.890920	15.008449	1.007893	14.877989	14.807238	insufficient_order_stat_support	1.007806	0.001548	0	complete	tail_insufficient	publishable	
noqperf	zero_rtt_reqresp	syscall	loopback	1	requests_per_second	duration	2000		20	5	32764.750000	32764.500000	32765.000000	0.000015	32764.500000	32765.000000	1.000015	32764.500000	32764.500000	insufficient_order_stat_support	1.000023	-0.000008	0	complete	tail_insufficient	publishable	
noqperf	zero_rtt_reqresp	iouring	loopback	1	requests_per_second	duration	2000		20	5	32764.500000	32764.500000	32764.750000	0.000008	32764.500000	32765.000000	1.000015	32764.500000	32764.500000	insufficient_order_stat_support	1.000008	0.000004	0	complete	tail_insufficient	publishable	
noqperf	datagram	syscall	loopback	4	datagrams_per_second	duration	2000		20	5	2772331.000000	2764472.000000	2779425.000000	0.005394	2746399.600000	2784624.600000	1.013918	2734675.500000	2720516.070000	insufficient_order_stat_support	1.007664	-0.003597	0	complete	tail_insufficient	publishable	
noqperf	datagram	iouring	loopback	4	datagrams_per_second	duration	2000		20	5	2642925.500000	2599772.500000	2660031.750000	0.022800	2590239.900000	2677831.200000	1.033816	2563678.450000	2523965.635000	insufficient_order_stat_support	1.028795	-0.002712	0	complete	tail_insufficient	publishable	
noqperf	idle_footprint	syscall	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	113920.000000	112896.000000	121856.000000	0.078652	109158.400000	124620.800000	1.141651	130918.400000	132876.800000	insufficient_order_stat_support	1.141040	0.016816	0	complete	noisy	inconclusive	p50_ci_width_0.0787_gt_0.0500;block_median_ratio_1.1410_gt_1.1000
noqperf	idle_footprint	iouring	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	141696.000000	135936.000000	145280.000000	0.065944	134041.600000	147097.600000	1.097403	152166.400000	154124.800000	insufficient_order_stat_support	1.089695	0.055399	0	complete	noisy	inconclusive	p50_ci_width_0.0659_gt_0.0500;drift_0.0554_gt_0.0300
noqperf	close_reset_cleanup	syscall	loopback	2	streams_per_second	duration	2000		20	5	43988.250000	43763.000000	44379.000000	0.014004	43666.700000	44744.500000	1.024682	43370.350000	42950.905000	insufficient_order_stat_support	1.019290	-0.000659	0	complete	tail_insufficient	publishable	
noqperf	close_reset_cleanup	iouring	loopback	1	streams_per_second	duration	2000		20	5	32764.500000	32764.500000	32765.000000	0.000015	32764.500000	32765.000000	1.000015	32764.500000	32764.500000	insufficient_order_stat_support	1.000015	-0.000008	0	complete	tail_insufficient	publishable	
tquicperf	download	syscall	loopback	1	throughput_gbps	duration	2000		20	5	8.599656	8.534728	8.756929	0.025838	8.476550	8.796022	1.037689	8.421730	8.378620	insufficient_order_stat_support	1.035750	0.001127	0	complete	tail_insufficient	publishable	
tquicperf	download	iouring	loopback	1	throughput_gbps	duration	2000		20	5	8.871873	8.661126	9.090872	0.048439	8.458412	9.121776	1.078426	8.349207	8.010520	insufficient_order_stat_support	1.054277	0.024267	0	complete	noisy	inconclusive	p50_ci_width_0.0484_gt_0.0300
tquicperf	upload	syscall	loopback	16	throughput_gbps	duration	2000		20	5	14.251444	14.113956	14.403446	0.020313	14.108734	14.515332	1.028819	14.026603	13.871887	insufficient_order_stat_support	1.028680	0.002171	0	complete	tail_insufficient	publishable	
tquicperf	upload	iouring	loopback	4	throughput_gbps	duration	2000		20	5	12.096529	12.093841	12.098478	0.000383	11.962835	12.127655	1.013778	11.960718	11.851959	insufficient_order_stat_support	1.011395	0.000113	9	complete	noisy	inconclusive	outliers_9
tquicperf	connect	syscall	loopback	16	connections_per_second	work		8	20	5	300.440243	295.741520	303.038015	0.024286	285.520136	308.187108	1.079388	281.594986	280.706581	insufficient_order_stat_support	1.064542	-0.003302	0	complete	tail_insufficient	publishable	
tquicperf	connect	iouring	loopback	16	connections_per_second	work		8	20	5	274.999622	272.654096	276.981848	0.015737	271.389970	278.733160	1.027058	270.273637	261.775633	insufficient_order_stat_support	1.020561	0.015784	0	complete	tail_insufficient	publishable	
tquicperf	reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	155043.250000	154589.750000	156092.000000	0.009689	154018.600000	156506.200000	1.016151	152706.550000	152640.445000	insufficient_order_stat_support	1.016094	-0.005284	0	complete	tail_insufficient	publishable	
tquicperf	reqresp	iouring	loopback	16	requests_per_second	duration	2000		20	5	153124.000000	152921.750000	153382.750000	0.003011	151916.600000	154200.700000	1.015035	151605.600000	149234.460000	insufficient_order_stat_support	1.005881	0.000546	0	complete	tail_insufficient	publishable	
tquicperf	stream_churn	syscall	loopback	16	streams_per_second	duration	2000		20	5	178272.000000	177570.000000	179464.000000	0.010624	176608.000000	180984.800000	1.024783	175498.000000	174451.480000	insufficient_order_stat_support	1.015473	-0.009609	0	complete	tail_insufficient	publishable	
tquicperf	stream_churn	iouring	loopback	16	streams_per_second	duration	2000		20	5	176678.000000	175702.250000	177986.000000	0.012926	175589.200000	178067.200000	1.014112	173001.200000	172607.360000	insufficient_order_stat_support	1.021922	-0.005341	0	complete	tail_insufficient	publishable	
tquicperf	multistream_download	syscall	loopback	2	throughput_gbps	duration	2000		20	5	10.049245	9.808006	10.225691	0.041564	9.637360	10.298835	1.068636	9.381189	8.770556	insufficient_order_stat_support	1.056058	-0.008156	0	complete	noisy	inconclusive	p50_ci_width_0.0416_gt_0.0300
tquicperf	multistream_download	iouring	loopback	1	throughput_gbps	duration	2000		20	5	8.555343	8.258861	8.800959	0.063364	8.248438	8.953468	1.085474	8.202381	8.179928	insufficient_order_stat_support	1.087006	0.023186	0	complete	noisy	inconclusive	p50_ci_width_0.0634_gt_0.0300
tquicperf	multistream_upload	syscall	loopback	2	throughput_gbps	duration	2000		20	5	14.157874	14.076084	14.210302	0.009480	14.011492	14.282444	1.019338	13.240998	13.233826	insufficient_order_stat_support	1.015793	-0.004152	0	complete	tail_insufficient	publishable	
tquicperf	multistream_upload	iouring	loopback	2	throughput_gbps	duration	2000		20	5	12.769559	12.706644	12.807308	0.007883	12.619822	12.889935	1.021404	12.470505	12.060176	insufficient_order_stat_support	1.010401	-0.004760	0	complete	tail_insufficient	publishable	
tquicperf	bidi	syscall	loopback	4	throughput_gbps	duration	2000		20	5	11.223257	11.186209	11.400118	0.019059	10.994610	11.551671	1.050667	10.869958	10.477372	insufficient_order_stat_support	1.034335	0.017205	0	complete	tail_insufficient	publishable	
tquicperf	bidi	iouring	loopback	4	throughput_gbps	duration	2000		20	5	10.280824	10.252402	10.351542	0.009643	10.061416	10.439623	1.037590	9.834385	9.823060	insufficient_order_stat_support	1.014496	-0.000255	0	complete	tail_insufficient	publishable	
tquicperf	small_payload_pps	syscall	loopback	16	messages_per_second	duration	2000		20	5	176604.000000	175778.000000	178252.000000	0.014009	174742.400000	179134.400000	1.025134	172126.400000	171082.760000	insufficient_order_stat_support	1.020323	-0.000142	0	complete	tail_insufficient	publishable	
tquicperf	small_payload_pps	iouring	loopback	16	messages_per_second	duration	2000		20	5	174458.500000	174124.000000	175082.000000	0.005491	172240.800000	176380.400000	1.024034	169260.900000	168849.240000	insufficient_order_stat_support	1.019709	0.011192	0	complete	tail_insufficient	publishable	
tquicperf	loss_recovery	syscall	loopback	2	throughput_gbps	duration	5000		20	5	8.979878	8.919639	9.136350	0.024133	8.880321	9.213359	1.037503	8.857012	8.798956	insufficient_order_stat_support	1.033851	-0.008087	0	complete	tail_insufficient	publishable	
tquicperf	loss_recovery	iouring	loopback	2	throughput_gbps	duration	5000		20	5	8.791515	8.736829	8.914043	0.020157	8.696332	9.016850	1.036857	8.627203	8.526719	insufficient_order_stat_support	1.029360	0.013633	0	complete	tail_insufficient	publishable	
tquicperf	flow_control	syscall	loopback	16	throughput_gbps	duration	2000		20	5	7.942835	7.913199	8.064395	0.019036	7.735062	8.079160	1.044485	7.646547	7.401690	insufficient_order_stat_support	1.040396	0.003785	0	complete	tail_insufficient	publishable	
tquicperf	flow_control	iouring	loopback	16	throughput_gbps	duration	2000		20	5	8.102019	8.041287	8.110732	0.008571	7.854643	8.180950	1.041543	7.698897	7.620310	insufficient_order_stat_support	1.015201	-0.007663	0	complete	tail_insufficient	publishable	
tquicperf	resumed_connect	syscall	loopback	16	connections_per_second	work		8	20	5	215.799802	212.166775	218.659422	0.030086	211.163250	221.332555	1.048158	210.215374	207.772807	insufficient_order_stat_support	1.041332	0.006167	0	complete	tail_insufficient	publishable	
tquicperf	resumed_connect	iouring	loopback	8	connections_per_second	work		16	20	5	182.469992	174.414240	184.576944	0.055695	173.780838	190.478443	1.096084	172.758989	169.292804	insufficient_order_stat_support	1.086883	-0.047821	0	complete	noisy	inconclusive	p50_ci_width_0.0557_gt_0.0500;drift_-0.0478_gt_0.0300
tquicperf	zero_rtt_reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	154448.000000	153446.000000	155044.750000	0.010351	152155.400000	155156.900000	1.019727	151728.150000	150309.705000	insufficient_order_stat_support	1.014460	-0.005139	0	complete	tail_insufficient	publishable	
tquicperf	zero_rtt_reqresp	iouring	loopback	16	requests_per_second	duration	2000		20	5	152698.000000	151977.500000	154381.000000	0.015740	150924.400000	153567.400000	1.017512	150103.950000	149197.245000	insufficient_order_stat_support	1.026192	-0.016213	0	complete	tail_insufficient	publishable	
tquicperf	datagram	syscall	loopback	2	datagrams_per_second	duration	2000		20	5	887032.250000	882741.750000	888803.000000	0.006833	860080.700000	909343.900000	1.057277	833949.500000	812362.325000	insufficient_order_stat_support	1.010040	-0.003436	0	complete	tail_insufficient	publishable	
tquicperf	datagram	iouring	loopback	2	datagrams_per_second	duration	2000		20	5	839445.500000	831998.250000	849091.500000	0.020363	817104.800000	850753.100000	1.041180	811718.750000	774656.165000	insufficient_order_stat_support	1.031259	-0.017362	0	complete	tail_insufficient	publishable	
tquicperf	idle_footprint	syscall	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	146560.000000	145664.000000	148736.000000	0.020961	145356.800000	155443.200000	1.069391	161203.200000	164474.880000	insufficient_order_stat_support	1.107339	0.001730	0	complete	noisy	inconclusive	block_median_ratio_1.1073_gt_1.1000
tquicperf	idle_footprint	iouring	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	115072.000000	112128.000000	115840.000000	0.032258	104960.000000	119603.200000	1.139512	120755.200000	125685.760000	insufficient_order_stat_support	1.089202	-0.037850	0	complete	noisy	inconclusive	drift_-0.0378_gt_0.0300
tquicperf	close_reset_cleanup	syscall	loopback	16	streams_per_second	duration	2000		20	5	178364.000000	177908.000000	180940.000000	0.016999	177045.000000	181009.000000	1.022390	176090.000000	175037.360000	insufficient_order_stat_support	1.019032	-0.002740	0	complete	tail_insufficient	publishable	
tquicperf	close_reset_cleanup	iouring	loopback	16	streams_per_second	duration	2000		20	5	177026.000000	175472.000000	178664.000000	0.018031	175076.800000	178944.000000	1.022089	173336.000000	172229.720000	insufficient_order_stat_support	1.026320	0.009904	0	complete	tail_insufficient	publishable	
quiczigperf	download	syscall	loopback	1	throughput_gbps	duration	2000		20	5	10.375135	10.139730	10.531653	0.037775	10.086882	10.689603	1.059753	9.976676	9.944590	insufficient_order_stat_support	1.044944	-0.011202	0	complete	noisy	inconclusive	p50_ci_width_0.0378_gt_0.0300
quiczigperf	download	iouring	loopback	1	throughput_gbps	duration	2000		20	5	10.462691	10.450108	10.499391	0.004710	10.338750	10.597958	1.025071	10.237457	10.018137	insufficient_order_stat_support	1.017236	0.001229	0	complete	tail_insufficient	publishable	
